id,carat,cut,color,clarity,depth,table,x,y,z,price
29379,0.32,Ideal,E,VVS1,61.3,57.0,4.38,4.43,2.7,6.861
29380,0.79,Ideal,H,SI1,61.4,56.0,5.93,5.96,3.65,8.061
29381,0.79,Premium,H,SI1,63.0,54.0,5.9,5.86,3.69,7.792
29382,0.81,Premium,D,VS1,62.3,58.0,6.0,5.94,3.72,8.345
29383,1.01,Good,D,SI2,64.5,58.0,6.18,6.26,4.01,8.435
29384,0.3,Premium,H,VS1,60.4,61.0,4.31,4.27,2.59,6.515
29385,0.28,Very Good,E,VS1,62.2,59.0,4.19,4.23,2.62,6.059
29386,1.55,Very Good,H,VS2,61.3,61.0,7.39,7.46,4.55,9.359
29387,0.62,Good,F,VVS2,59.9,62.0,5.51,5.53,3.3,7.664
29388,1.52,Ideal,J,VS1,61.3,55.0,7.42,7.39,4.54,8.954
29389,1.95,Very Good,H,VS2,61.7,55.0,8.0,8.05,4.95,9.763
29390,0.9,Premium,I,VS2,61.9,59.0,6.2,6.14,3.82,7.958
29391,0.43,Very Good,G,VVS1,62.3,59.0,4.77,4.83,2.99,7.096
29392,0.3,Good,D,VS2,63.1,58.0,4.26,4.3,2.7,6.342
29393,0.7,Ideal,G,VS2,61.8,54.0,5.71,5.74,3.54,7.861
29394,2.02,Very Good,J,SI1,63.0,56.0,7.95,8.01,5.03,9.415
29395,1.21,Very Good,E,SI1,61.0,60.0,6.83,6.88,4.18,8.68
29396,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,8.636
29397,0.66,Very Good,F,SI1,59.2,58.0,5.69,5.72,3.38,7.559
29398,1.21,Good,G,VVS2,63.8,55.0,6.74,6.65,4.28,8.789
29399,0.69,Good,D,VVS2,61.5,61.0,5.61,5.65,3.46,8.122
29400,0.52,Ideal,H,VS1,61.7,55.0,5.21,5.17,3.2,7.49
29401,0.31,Premium,E,VS1,61.1,58.0,4.37,4.34,2.66,6.848
29402,0.37,Premium,E,SI1,59.9,59.0,4.7,4.68,2.81,6.725
29403,0.35,Ideal,G,VS1,62.1,56.0,4.56,4.52,2.82,6.809
29404,0.9,Premium,D,SI1,59.4,61.0,6.32,6.3,3.75,8.463
29405,0.32,Ideal,H,VVS1,61.9,55.0,4.38,4.37,2.71,6.842
29406,1.04,Ideal,E,SI1,62.0,57.0,6.5,6.47,4.02,8.437
29407,0.34,Premium,H,VS1,62.2,58.0,4.43,4.48,2.77,6.39
29408,0.52,Ideal,E,VS2,61.3,57.0,5.19,5.22,3.19,7.363
29409,0.42,Ideal,I,SI1,62.3,54.0,4.82,4.84,3.01,6.483
29410,1.31,Premium,I,VS2,62.4,61.0,6.98,6.9,4.33,8.842
29411,0.35,Ideal,J,VVS1,62.1,53.0,4.53,4.55,2.82,6.292
29412,0.39,Ideal,E,VS1,62.2,55.0,4.67,4.7,2.91,6.854
29413,0.4,Premium,F,SI1,62.9,58.0,4.72,4.69,2.96,6.782
29414,0.33,Premium,E,SI2,59.7,58.0,4.48,4.53,2.69,6.138
29415,0.42,Ideal,F,SI1,60.6,57.0,4.9,4.84,2.95,6.9
29416,0.8,Premium,G,VS2,60.6,59.0,6.02,5.97,3.63,8.007
29417,0.5,Good,D,SI2,63.2,56.0,5.01,5.05,3.18,7.054
29418,0.3,Ideal,F,IF,62.3,53.0,4.34,4.36,2.71,6.787
29419,1.5,Very Good,G,VS2,60.5,57.0,7.39,7.43,4.48,9.394
29420,0.9,Premium,I,VS2,63.0,59.0,6.1,6.06,3.83,8.099
29421,1.0,Very Good,E,VS2,62.8,57.0,6.34,6.37,3.99,8.795
29422,0.57,Ideal,G,VS1,62.1,56.0,5.3,5.33,3.3,7.523
29423,0.53,Ideal,F,SI2,61.7,55.0,5.22,5.25,3.23,7.259
29424,1.02,Very Good,H,SI1,62.2,58.0,6.42,6.48,4.01,8.503
29425,0.43,Ideal,I,VVS1,61.1,57.0,4.86,4.9,2.98,6.82
29426,0.7,Fair,E,VS2,60.6,64.0,5.77,5.62,3.45,7.9
29427,1.01,Good,D,VS2,62.5,62.0,6.26,6.34,3.94,8.789
29428,0.9,Good,F,SI2,63.1,58.0,6.11,6.13,3.86,8.166
29429,0.74,Ideal,D,VS2,61.8,56.0,5.79,5.82,3.59,8.258
29430,0.41,Ideal,F,VS2,61.4,55.0,4.78,4.83,2.95,6.76
29431,0.33,Ideal,H,VS2,60.7,57.0,4.46,4.5,2.72,6.256
29432,1.01,Fair,G,SI1,65.1,57.0,6.27,6.22,4.07,8.004
29433,0.35,Ideal,F,VS2,62.2,55.0,4.53,4.48,2.8,6.809
29434,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,8.217
29435,0.52,Ideal,H,VS1,61.0,56.0,5.15,5.23,3.17,7.438
29436,2.08,Ideal,H,SI1,61.7,58.0,8.13,8.21,5.04,9.768
29437,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,8.699
29438,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,8.839
29439,1.01,Premium,G,SI1,62.5,60.0,6.39,6.34,3.98,8.449
29440,0.32,Good,D,SI1,63.6,56.0,4.34,4.37,2.77,6.378
29441,0.34,Premium,I,SI1,59.2,61.0,4.58,4.57,2.71,6.353
29442,0.78,Very Good,D,VS2,58.5,56.0,6.08,6.12,3.57,8.101
29443,0.76,Ideal,E,VS2,61.5,56.0,5.89,5.92,3.63,8.086
29444,0.51,Ideal,D,VS2,61.2,55.0,5.18,5.16,3.16,7.54
29445,0.71,Ideal,F,VS1,62.7,57.0,5.66,5.7,3.56,8.02
29446,0.3,Ideal,G,VVS1,62.2,57.0,4.3,4.32,2.68,6.639
29447,1.03,Ideal,G,VS2,59.6,57.0,6.65,6.6,3.95,8.724
29448,1.55,Premium,F,VS1,62.0,60.0,7.4,7.31,4.56,9.678
29449,1.26,Premium,H,SI2,62.0,56.0,6.92,6.88,4.28,8.431
29450,1.2,Very Good,G,VVS2,62.4,56.0,6.68,6.74,4.19,9.072
29451,1.0,Premium,G,VS2,61.3,62.0,6.43,6.32,3.91,8.707
29452,0.78,Good,G,SI2,57.9,63.0,6.05,6.0,3.49,7.45
29453,0.31,Ideal,D,VVS2,60.1,56.0,4.43,4.46,2.67,6.655
29454,0.44,Ideal,F,VVS1,61.5,57.0,4.86,4.9,3.0,7.139
29455,0.38,Ideal,E,VS1,61.9,56.0,4.63,4.67,2.88,6.908
29456,1.78,Ideal,F,VS2,60.9,56.0,7.85,7.88,4.79,9.805
29457,0.58,Ideal,E,VS2,61.9,56.0,5.35,5.38,3.32,7.541
29458,0.9,Very Good,G,SI1,62.0,58.0,6.14,6.18,3.82,8.253
29459,1.39,Ideal,D,SI1,61.9,52.0,7.24,7.25,4.48,9.161
29460,1.15,Premium,J,SI1,62.3,55.0,6.76,6.66,4.18,8.377
29461,1.25,Ideal,G,VVS2,62.2,55.0,6.87,6.93,4.29,9.304
29462,1.06,Premium,F,SI2,62.4,58.0,6.54,6.5,4.07,8.401
29463,0.72,Ideal,G,VVS1,61.7,55.0,5.8,5.77,3.57,8.11
29464,1.0,Good,F,VS2,62.4,60.0,6.27,6.29,3.92,8.731
29465,0.36,Very Good,E,SI2,62.6,57.0,4.5,4.54,2.83,6.225
29466,1.15,Ideal,H,I1,62.0,55.0,6.76,6.69,4.17,8.19
29467,0.58,Premium,E,VS2,59.4,60.0,5.47,5.43,3.24,7.529
29468,0.51,Ideal,H,IF,62.0,54.0,5.14,5.18,3.2,7.538
29469,1.5,Good,E,SI1,64.1,56.0,7.21,7.14,4.6,9.085
29470,0.3,Premium,D,VS2,62.0,62.0,4.27,4.24,2.64,6.746
29471,0.72,Ideal,I,VS2,61.8,55.0,5.75,5.79,3.56,7.979
29472,0.43,Premium,F,VS2,61.2,59.0,4.87,4.84,2.97,6.875
29473,0.78,Premium,J,SI2,60.6,58.0,5.94,5.91,3.59,7.612
29474,0.35,Ideal,E,VS2,61.7,55.0,4.57,4.54,2.81,6.892
29475,0.7,Premium,H,VS2,61.7,59.0,5.66,5.68,3.5,7.606
29476,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,8.904
29477,0.3,Ideal,E,VS2,62.1,56.0,4.25,4.31,2.66,6.489
29478,1.01,Ideal,E,SI2,61.6,58.0,6.45,6.5,3.99,8.448
29479,0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,6.17
29480,0.54,Premium,H,SI2,61.8,60.0,5.2,5.16,3.2,6.879
29481,0.89,Very Good,E,SI1,62.7,57.0,6.08,6.13,3.83,8.295
29482,0.23,Very Good,E,VVS2,61.5,59.0,3.95,3.98,2.44,6.273
29483,1.4,Premium,G,SI2,60.6,58.0,7.26,7.22,4.39,8.652
29484,0.51,Premium,H,VVS2,60.8,61.0,5.12,5.08,3.1,7.467
29485,0.3,Premium,F,VS1,61.5,59.0,4.31,4.33,2.66,6.489
29486,0.37,Ideal,G,VS2,60.3,56.0,4.67,4.7,2.83,6.525
29487,0.76,Ideal,D,SI1,62.3,55.0,5.81,5.84,3.63,8.225
29488,0.55,Premium,F,VS2,62.2,58.0,5.22,5.26,3.26,7.365
29489,0.7,Premium,D,SI2,60.0,60.0,5.72,5.56,3.5,7.862
29490,0.4,Very Good,D,VS1,63.2,60.0,4.65,4.69,2.95,6.87
29491,0.91,Premium,H,VS2,61.9,59.0,6.23,6.18,3.84,8.326
29492,1.11,Ideal,G,SI1,62.0,57.0,6.69,6.61,4.12,8.542
29493,1.28,Good,G,SI2,63.6,57.0,6.78,6.73,4.29,8.451
29494,0.9,Very Good,H,VS2,62.2,58.0,6.11,6.18,3.82,8.333
29495,2.04,Very Good,I,VS1,61.8,60.0,8.11,8.21,5.04,9.805
29496,0.91,Very Good,E,SI1,63.7,59.0,6.13,6.17,3.92,8.34
29497,0.3,Ideal,H,VS1,62.1,57.0,4.27,4.3,2.66,6.229
29498,1.06,Premium,G,VS2,60.9,57.0,6.65,6.61,4.04,8.792
29499,1.12,Ideal,F,VVS2,61.4,57.0,6.69,6.66,4.1,9.173
29500,0.32,Very Good,F,SI1,62.7,57.0,4.37,4.4,2.75,6.279
29501,0.33,Premium,H,VS1,59.5,59.0,4.53,4.48,2.68,6.611
29502,1.16,Very Good,D,SI1,61.8,58.0,6.72,6.78,4.17,8.647
29503,0.3,Ideal,E,VS2,61.7,58.0,4.27,4.29,2.64,6.431
29504,0.56,Ideal,E,VVS1,62.1,56.0,5.28,5.29,3.28,7.919
29505,0.91,Very Good,G,SI2,62.0,59.0,6.19,6.22,3.85,8.083
29506,0.21,Premium,D,VS2,59.1,62.0,3.89,3.86,2.29,5.956
29507,1.2,Premium,F,VS2,62.8,62.0,6.69,6.62,4.18,9.02
29508,0.36,Premium,E,SI2,62.4,58.0,4.56,4.54,2.84,6.405
29509,0.9,Premium,E,SI1,60.8,59.0,6.24,6.19,3.78,8.386
29510,0.5,Ideal,E,VS1,61.9,55.0,5.08,5.13,3.16,7.424
29511,0.32,Ideal,G,IF,61.0,57.0,4.41,4.44,2.7,6.822
29512,0.31,Premium,E,VS2,61.6,59.0,4.35,4.32,2.67,6.771
29513,0.55,Premium,G,SI1,62.1,56.0,5.28,5.22,3.26,7.186
29514,0.38,Very Good,G,VS1,63.5,59.0,4.58,4.61,2.92,6.733
29515,0.57,Very Good,G,SI2,60.5,56.0,5.41,5.44,3.28,7.066
29516,1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52,9.425
29517,1.41,Good,H,VS2,63.8,60.0,7.04,7.12,4.52,9.115
29518,1.5,Premium,E,SI2,61.0,58.0,7.35,7.3,4.47,9.154
29519,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,9.79
29520,1.5,Premium,E,SI2,61.5,59.0,7.3,7.23,4.47,8.995
29521,0.25,Very Good,E,VVS2,62.0,56.0,4.05,4.08,2.52,6.328
29522,1.21,Very Good,J,VS2,60.9,58.0,6.86,6.91,4.19,8.48
29523,1.28,Very Good,E,SI1,59.8,59.1,6.99,7.05,4.21,8.978
29524,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,8.854
29525,0.31,Ideal,E,SI1,62.8,57.0,4.34,4.32,2.72,6.548
29526,0.41,Premium,D,SI2,62.3,58.0,4.74,4.77,2.96,6.526
29527,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,8.451
29528,1.1,Premium,E,SI2,60.1,62.0,6.69,6.65,4.01,8.453
29529,0.91,Good,I,SI2,57.9,60.0,6.46,6.39,3.72,8.026
29530,0.71,Ideal,G,SI1,61.6,57.0,5.73,5.76,3.54,8.009
29531,1.31,Very Good,J,SI2,61.8,59.0,6.96,7.02,4.32,8.537
29532,0.32,Ideal,F,VVS2,62.1,54.0,4.41,4.44,2.75,6.667
29533,0.32,Premium,G,VVS2,60.2,60.0,4.42,4.45,2.67,6.593
29534,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,6.361
29535,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,6.746
29536,0.33,Ideal,E,VS2,60.3,57.0,4.51,4.54,2.73,6.583
29537,0.33,Ideal,F,IF,61.8,56.0,4.42,4.46,2.74,6.886
29538,2.02,Very Good,H,SI1,59.3,60.0,8.14,8.21,4.85,9.811
29539,0.72,Ideal,G,VVS2,61.0,56.0,5.8,5.84,3.55,8.1
29540,0.33,Very Good,H,IF,61.7,55.0,4.45,4.48,2.75,6.678
29541,1.01,Good,D,SI2,64.6,59.0,6.23,6.3,4.05,8.405
29542,0.91,Premium,F,SI2,60.8,59.0,6.28,6.25,3.81,8.255
29543,0.5,Ideal,E,VS2,60.6,59.0,5.1,5.2,3.12,7.412
29544,0.42,Very Good,I,SI1,61.0,55.8,4.83,4.86,2.96,6.568
29545,1.54,Ideal,G,VS1,61.2,56.0,7.45,7.46,4.57,9.566
29546,0.78,Very Good,H,SI2,63.5,56.0,5.82,5.86,3.71,7.725
29547,0.37,Ideal,D,VVS1,62.0,56.0,4.6,4.59,2.85,7.164
29548,0.31,Premium,I,SI1,62.3,58.0,4.38,4.35,2.72,6.286
29549,0.53,Ideal,G,IF,60.6,56.0,5.27,5.33,3.21,7.738
29550,0.73,Ideal,G,VVS2,62.2,55.0,5.77,5.74,3.58,8.048
29551,0.7,Good,E,VS2,60.3,60.0,5.69,5.75,3.45,8.044
29552,1.02,Premium,F,VS1,60.8,59.0,6.49,6.46,3.94,8.946
29553,0.4,Ideal,F,VVS1,61.7,56.0,4.72,4.75,2.92,7.141
29554,1.5,Very Good,D,VS1,61.2,63.0,7.28,7.32,4.47,9.705
29555,1.75,Premium,D,SI2,60.6,60.0,7.74,7.78,4.7,9.5
29556,0.5,Premium,D,VS2,61.9,58.0,5.1,5.04,3.14,7.52
29557,0.36,Premium,G,IF,62.5,60.0,4.53,4.49,2.82,7.046
29558,0.53,Ideal,E,VS2,60.9,56.0,5.27,5.28,3.21,7.488
29559,1.11,Very Good,G,VS2,62.2,55.0,6.61,6.67,4.13,8.794
29560,0.31,Ideal,D,VVS2,61.9,55.0,4.36,4.39,2.71,6.655
29561,0.73,Ideal,G,VVS1,61.3,56.0,5.79,5.82,3.56,8.207
29562,0.41,Premium,H,SI1,61.7,60.0,4.71,4.75,2.92,6.526
29563,0.3,Ideal,D,SI2,60.2,56.0,4.37,4.4,2.64,6.103
29564,0.41,Very Good,E,VS2,59.7,58.0,4.79,4.82,2.87,6.764
29565,0.52,Ideal,D,SI2,62.5,56.0,5.08,5.12,3.19,7.162
29566,0.72,Premium,F,SI1,62.0,60.0,5.74,5.77,3.57,7.768
29567,0.33,Premium,H,VVS2,62.4,60.0,4.42,4.39,2.75,6.75
29568,1.0,Premium,G,SI2,61.8,60.0,6.37,6.34,3.93,8.363
29569,0.53,Premium,E,VS2,61.4,55.0,5.24,5.21,3.21,7.454
29570,0.41,Very Good,H,SI1,62.8,56.0,4.72,4.77,2.98,6.526
29571,0.31,Ideal,G,VVS1,61.9,54.0,4.38,4.41,2.72,6.671
29572,0.3,Premium,G,SI2,62.3,59.0,4.25,4.29,2.66,5.976
29573,0.58,Very Good,H,SI1,61.8,56.0,5.34,5.38,3.31,7.106
29574,0.51,Ideal,E,SI1,60.9,54.0,5.17,5.21,3.16,7.212
29575,1.01,Very Good,F,VVS2,63.0,56.0,6.34,6.4,4.01,9.02
29576,2.03,Ideal,I,SI2,60.0,57.0,8.32,8.2,4.96,9.487
29577,1.26,Ideal,J,SI1,62.0,56.0,6.9,6.93,4.29,8.576
29578,1.13,Fair,H,SI1,65.3,59.0,6.52,6.44,4.23,8.661
29579,0.3,Ideal,G,IF,61.6,53.0,4.32,4.35,2.67,6.76
29580,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,7.382
29581,0.34,Ideal,D,VS2,62.1,55.0,4.46,4.49,2.78,6.691
29582,0.91,Ideal,E,SI2,61.5,56.0,6.23,6.2,3.82,8.268
29583,0.77,Ideal,D,SI2,62.1,56.0,5.83,5.89,3.64,7.971
29584,0.9,Premium,G,VS2,60.8,61.0,6.22,6.12,3.75,8.357
29585,1.01,Ideal,G,SI1,61.4,57.0,6.44,6.5,3.97,8.445
29586,0.45,Good,G,IF,59.6,61.0,5.0,5.04,2.99,7.27
29587,0.58,Very Good,H,SI1,62.5,58.0,5.29,5.31,3.31,7.246
29588,0.35,Ideal,F,VVS2,62.5,56.0,4.51,4.55,2.83,6.721
29589,0.73,Fair,I,VVS2,64.4,59.0,5.65,5.62,3.63,7.763
29590,1.03,Premium,H,SI2,62.0,60.0,6.47,6.41,4.0,8.229
29591,0.3,Premium,G,VVS1,62.8,58.0,4.3,4.27,2.69,6.921
29592,0.34,Ideal,H,IF,61.8,54.0,4.51,4.55,2.8,6.76
29593,1.21,Premium,F,VS1,61.1,57.0,6.93,6.89,4.22,9.195
29594,2.02,Premium,H,SI1,61.1,60.0,8.19,8.11,4.98,9.769
29595,0.33,Very Good,E,VS2,63.1,57.0,4.38,4.43,2.78,6.51
29596,0.23,Good,F,VVS1,60.3,66.0,3.93,3.96,2.38,6.157
29597,0.27,Ideal,F,VVS2,60.0,62.0,4.21,4.22,2.53,6.368
29598,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,7.194
29599,0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,6.891
29600,0.71,Fair,F,SI2,65.2,55.5,5.52,5.58,3.62,7.651
29601,0.53,Ideal,H,IF,60.2,56.0,5.29,5.32,3.19,7.445
29602,0.9,Premium,H,VS2,60.4,59.0,6.24,6.27,3.78,8.371
29603,0.26,Premium,D,VS1,60.0,56.0,4.18,4.15,2.5,6.303
29604,1.51,Good,E,SI1,65.5,56.0,7.12,7.16,4.68,9.163
29605,0.5,Premium,G,VVS2,60.7,57.0,5.14,5.1,3.11,7.568
29606,1.0,Fair,I,I1,66.9,57.0,6.15,6.03,4.09,7.599
29607,0.74,Very Good,E,SI2,59.9,59.0,5.93,5.95,3.56,7.878
29608,0.41,Very Good,G,SI1,62.4,56.0,4.75,4.77,2.97,6.548
29609,0.38,Ideal,D,VVS2,60.3,57.0,4.71,4.77,2.86,6.9
29610,0.28,Premium,E,VVS2,60.1,59.0,4.22,4.26,2.55,6.471
29611,0.67,Very Good,G,VS2,61.7,59.7,5.56,5.61,3.45,7.664
29612,0.53,Very Good,H,SI2,61.4,57.0,5.21,5.25,3.21,6.953
29613,0.38,Very Good,I,VS1,60.1,60.0,4.66,4.72,2.82,6.407
29614,0.71,Ideal,D,VS2,60.4,53.0,5.81,5.85,3.52,8.013
29615,0.93,Good,D,SI1,63.8,59.0,6.21,6.15,3.94,8.246
29616,1.01,Very Good,G,SI1,62.8,56.0,6.35,6.43,4.01,8.527
29617,0.82,Ideal,G,VS1,61.5,56.0,6.01,6.05,3.71,8.203
29618,2.05,Premium,I,VS1,60.3,59.0,8.25,8.21,4.96,9.455
29619,0.7,Very Good,F,VVS2,60.5,60.0,5.7,5.73,3.46,8.072
29620,1.24,Ideal,G,VS1,61.1,57.0,6.98,6.91,4.24,9.042
29621,0.81,Premium,G,SI2,62.5,57.0,5.95,5.89,3.7,7.83
29622,1.0,Fair,F,VS2,68.3,58.0,5.98,5.95,4.08,8.369
29623,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,6.532
29624,1.52,Ideal,F,SI1,62.0,54.0,7.44,7.36,4.59,9.408
29625,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,8.895
29626,1.51,Premium,H,VS2,63.0,58.0,7.34,7.27,4.6,9.264
29627,0.4,Premium,E,SI1,60.9,60.0,4.77,4.75,2.9,6.851
29628,1.21,Premium,H,SI2,60.0,60.0,6.96,6.91,4.16,8.573
29629,0.93,Premium,F,SI1,62.3,59.0,6.25,6.21,3.88,8.653
29630,0.76,Ideal,G,SI2,61.7,55.0,5.87,5.9,3.63,7.845
29631,0.32,Very Good,F,VVS2,62.0,55.0,4.38,4.42,2.73,6.575
29632,0.87,Ideal,E,SI2,60.4,58.0,6.19,6.23,3.75,8.179
29633,1.5,Good,I,SI2,58.5,60.0,7.41,7.5,4.36,8.814
29634,0.39,Very Good,G,SI2,62.7,54.0,4.64,4.71,2.93,6.365
29635,0.52,Ideal,I,SI1,61.8,54.0,5.16,5.19,3.2,6.998
29636,0.39,Ideal,E,IF,61.3,56.0,4.71,4.75,2.9,7.195
29637,0.36,Ideal,I,VS1,60.5,57.0,4.59,4.56,2.77,6.592
29638,0.38,Ideal,D,VS1,62.0,55.0,4.68,4.64,2.89,7.039
29639,0.36,Ideal,D,VVS2,61.0,56.0,4.57,4.61,2.8,7.026
29640,0.55,Very Good,D,SI2,63.3,56.0,5.22,5.24,3.31,7.166
29641,0.4,Very Good,I,SI1,63.2,55.0,4.72,4.68,2.97,6.64
29642,1.01,Very Good,I,SI1,63.4,55.0,6.39,6.35,4.04,8.339
29643,1.01,Very Good,E,SI1,61.9,56.0,6.33,6.41,3.94,8.659
29644,1.11,Premium,I,SI2,61.8,58.0,6.61,6.66,4.1,8.324
29645,0.5,Ideal,E,VS2,61.6,56.0,5.1,5.13,3.15,7.349
29646,0.35,Good,H,SI2,63.2,61.0,4.47,4.49,2.83,6.061
29647,0.32,Very Good,F,VS2,63.3,57.0,4.38,4.34,2.76,6.65
29648,1.4,Ideal,H,VS2,63.0,56.0,7.13,7.07,4.47,9.102
29649,2.02,Premium,F,SI2,61.7,58.0,8.11,8.15,5.02,9.816
29650,1.01,Good,F,SI2,58.3,60.0,6.64,6.66,3.88,8.297
29651,0.5,Ideal,G,VS1,62.3,55.0,5.07,5.11,3.17,7.393
29652,0.85,Ideal,D,VS2,61.9,55.0,6.07,6.14,3.78,8.248
29653,1.24,Very Good,J,SI1,61.6,60.0,6.89,6.95,4.26,8.526
29654,0.78,Ideal,H,VS2,61.6,56.0,5.94,5.91,3.64,7.996
29655,2.0,Premium,G,SI2,62.1,59.0,8.12,8.02,5.01,9.674
29656,0.9,Very Good,I,SI1,60.6,56.0,6.23,6.28,3.79,8.224
29657,0.56,Very Good,D,VVS1,62.0,56.0,5.25,5.3,3.27,7.961
29658,0.9,Premium,E,VS2,59.5,58.0,6.33,6.28,3.75,8.578
29659,1.5,Good,H,SI2,64.0,61.0,7.18,7.14,4.58,8.558
29660,2.37,Ideal,J,VS2,62.2,57.0,8.52,8.58,5.32,9.684
29661,0.3,Ideal,J,VS1,62.6,53.0,4.28,4.32,2.69,5.922
29662,0.36,Very Good,E,VS2,62.3,58.0,4.51,4.55,2.82,6.671
29663,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,8.796
29664,0.32,Very Good,F,VS1,62.3,55.0,4.38,4.42,2.74,6.545
29665,1.14,Very Good,H,VS2,59.9,57.0,6.78,6.81,4.07,8.528
29666,0.35,Ideal,E,VS1,61.6,55.1,4.54,4.58,2.81,6.648
29667,1.46,Premium,G,SI2,59.5,59.0,7.34,7.29,4.35,8.979
29668,1.02,Ideal,G,SI1,60.6,57.0,6.49,6.52,3.94,8.588
29669,0.42,Premium,E,SI2,61.8,61.0,4.84,4.8,2.98,6.657
29670,1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,8.549
29671,0.56,Ideal,G,VS2,62.2,57.0,5.29,5.25,3.28,7.368
29672,0.33,Good,D,SI2,63.4,56.0,4.4,4.43,2.8,6.198
29673,0.31,Ideal,F,VS2,62.8,56.0,4.32,4.28,2.7,6.687
29674,0.3,Ideal,G,SI2,61.7,57.0,4.26,4.3,2.64,5.945
29675,0.32,Ideal,H,VS2,62.2,57.0,4.38,4.36,2.72,6.474
29676,1.5,Good,G,VS1,63.6,57.0,7.23,7.14,4.57,9.214
29677,1.5,Premium,D,SI2,58.7,57.0,7.48,7.42,4.37,9.124
29678,0.72,Ideal,F,SI1,62.4,57.0,5.71,5.74,3.57,7.83
29679,0.3,Very Good,G,VVS2,62.8,60.0,4.25,4.28,2.68,6.528
29680,1.09,Very Good,G,SI2,62.1,57.0,6.58,6.63,4.1,8.432
29681,0.36,Very Good,E,VVS1,61.4,56.0,4.6,4.62,2.83,7.039
29682,0.9,Good,H,VS1,62.4,55.0,6.09,6.16,3.82,8.391
29683,0.35,Ideal,F,SI1,62.5,54.0,4.5,4.52,2.82,6.368
29684,1.03,Ideal,F,SI1,61.3,56.0,6.55,6.51,4.0,8.63
29685,0.71,Very Good,D,VS2,61.9,59.0,5.68,5.72,3.53,8.121
29686,0.61,Ideal,G,IF,61.8,52.0,5.46,5.55,3.4,7.864
29687,0.56,Ideal,G,SI1,62.5,56.0,5.21,5.28,3.28,7.2
29688,2.0,Good,F,SI1,63.0,61.0,7.85,7.99,4.99,9.819
29689,0.3,Premium,D,SI1,61.3,60.0,4.32,4.26,2.63,6.564
29690,1.21,Premium,H,SI1,62.5,60.0,6.77,6.7,4.21,8.678
29691,2.02,Premium,I,SI2,61.4,57.0,8.18,8.08,4.99,9.521
29692,0.75,Very Good,F,SI2,58.6,60.0,5.99,6.03,3.52,7.655
29693,1.01,Ideal,J,SI2,61.6,55.0,6.5,6.45,3.99,8.243
29694,1.0,Fair,E,SI2,65.2,59.0,6.28,6.27,4.09,8.415
29695,1.0,Very Good,E,SI1,63.3,57.0,6.28,6.32,3.99,8.54
29696,1.07,Ideal,F,SI2,61.9,55.0,6.53,6.58,4.06,8.383
29697,0.53,Ideal,G,VS2,62.5,56.0,5.2,5.17,3.24,7.382
29698,0.34,Ideal,I,IF,61.6,54.0,4.5,4.53,2.78,6.544
29699,0.31,Ideal,D,SI1,61.5,56.0,4.35,4.33,2.67,6.596
29700,0.57,Ideal,E,VS2,61.5,57.0,5.35,5.32,3.28,7.82
29701,0.27,Ideal,E,VS1,61.6,57.0,4.12,4.16,2.55,6.153
29702,1.72,Premium,F,SI1,62.4,60.0,7.67,7.62,4.77,9.568
29703,0.31,Very Good,G,VS1,60.8,61.0,4.33,4.35,2.64,6.438
29704,0.72,Good,D,SI1,63.1,55.0,5.69,5.75,3.61,7.922
29705,0.3,Premium,D,VVS2,60.7,59.0,4.33,4.34,2.63,6.608
29706,0.55,Very Good,D,SI1,63.1,56.0,5.19,5.22,3.28,7.373
29707,1.01,Good,G,SI2,63.8,56.0,6.32,6.28,4.02,8.373
29708,0.33,Very Good,F,SI1,59.9,61.0,4.44,4.47,2.67,6.31
29709,1.08,Good,J,VS2,64.3,58.0,6.46,6.44,4.15,8.289
29710,0.64,Ideal,D,VVS1,61.5,56.0,5.57,5.59,3.43,8.362
29711,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,8.241
29712,1.03,Good,D,SI1,60.1,62.0,6.55,6.53,3.93,8.535
29713,1.18,Ideal,I,VS1,62.6,55.3,6.73,6.79,4.24,8.786
